trial_len1,trial_len2,reach_diff,peak_velRight,peak_velLeft,vel_inxR,vel_inxL,mo_timeR,mo_timeL,peakAccR,peakAccL,acc_inxR,acc_inxL,firsthand,Participant
673,1281,608,0.662343738,0.745997809,573,1017,12,294,9.828497087,2.397612498,1098,354,Right reached,6
1026,1089,63,1.012406501,0.976104228,717,826,1,1,4.507343851,5.318046676,916,23,Right reached,6
964,1020,56,1.529360848,1.46147743,596,544,18,1,12.43491894,10.31416305,716,1020,Left reached,6
753,940,187,1.025743484,0.597987836,762,636,278,1,3.799816967,3.550586889,613,322,Left reached,6
781,1198,417,0.53398847,0.853751923,589,481,1,25,2.923490802,5.926712805,354,362,Right reached,6
612,1674,1062,1.437011475,1.409277693,593,679,352,1,13.18943095,11.74698243,727,904,Right reached,6
2640,3174,534,0.189793513,0.430957826,1978,2543,1,1,4.067661891,1.954932237,1,1434,Right reached,7
1818,2196,378,0.470692425,0.541527236,1140,1393,1,1,2.500872192,3.27567704,624,619,Left reached,7
1001,2029,1028,0.576606286,0.387451658,641,870,1,1,4.117761548,1.57384782,1920,1241,Left reached,7
1343,1813,470,0.297047618,0.449504406,945,1229,1,1,2.319181581,2.002999797,1,28,Right reached,7
1276,1668,392,0.309123778,0.561608974,1120,724,1,154,3.495324398,4.02272835,1,625,Right reached,7
1143,1502,359,0.302394162,0.453538314,887,948,1,261,1.186080672,1.685309646,367,1,Right reached,7
1442,2355,913,0.474674368,0.31381762,1867,1120,135,1,3.621731131,1.935354301,2166,1,Left reached,7
1215,1757,542,0.446379869,0.317502728,1021,1031,1,1,2.535951689,3.504629751,1,1,Left reached,7
1163,1819,656,0.773322262,0.338458231,645,941,383,1,4.939383194,1.993788762,510,1,Left reached,7
1460,2123,663,0.588939325,0.661798733,1032,653,1,105,2.814413022,4.199462944,1,457,Right reached,7
1107,1268,161,0.667664784,0.569509859,484,865,290,1,4.450184846,1.801585344,407,540,Right reached,7
671,1239,568,0.66304515,0.819112833,997,558,1,1,2.580052821,6.225102767,409,685,Left reached,7
1072,1457,385,0.406407641,1.004887377,762,729,1,108,3.474995443,5.621305967,1,835,Right reached,7
810,1244,434,0.702884278,0.571113738,747,521,338,1,3.54296608,3.493059326,387,1,Left reached,7
851,1433,582,0.527150488,0.43327986,756,733,1,289,3.153676172,1.966144491,1433,319,Left reached,7
1087,1755,668,0.840386198,0.69263335,540,768,8,348,6.596625213,3.162241976,438,453,Right reached,7
1248,1892,644,0.614831591,0.746397278,859,920,470,156,3.125979936,3.170864142,489,583,Left reached,7
1114,1203,89,0.923184446,0.679188501,588,808,368,1,8.300641219,3.065908572,690,537,Right reached,7
1651,2049,398,0.558884882,1.103570722,895,646,1,42,4.218989051,6.599882502,1,819,Left reached,7
1163,2055,892,1.299089005,0.814008207,706,856,493,1,8.317180413,3.963086385,579,1,Left reached,7
1174,1701,527,1.281886695,1.118066299,554,603,329,320,7.574750539,7.528716526,442,781,Right reached,7
1166,1175,9,0.810903499,0.688748936,801,871,1,1,4.013311807,3.412361731,1,512,Left reached,7
964,1765,801,1.138611328,0.356740423,597,849,26,1,8.325429256,2.361209403,724,1,Left reached,7
1268,1409,141,0.687526864,0.559946381,890,1000,1,364,2.882737026,1.654202672,468,486,Right reached,7
1451,1521,70,1.233578885,0.248561292,873,1054,1,1,7.139327062,5.124138084,1044,1,Left reached,7
1057,1808,751,0.894152394,0.796141529,586,745,1,295,5.005033219,3.846743333,431,434,Left reached,7
897,1432,535,0.435665569,0.540809159,788,1060,1,39,1.814909106,1.727098972,366,378,Right reached,7
1054,1880,826,1.079502048,0.410109968,713,802,513,1,6.974715966,2.584788851,849,1,Left reached,7
1211,1379,168,1.060440613,0.698959957,608,565,1,1,6.495232822,5.92245016,484,681,Left reached,7
1005,1986,981,1.011935088,0.80097526,808,508,1,62,4.254848751,8.483948564,391,605,Right reached,7
1108,1296,188,1.753712945,1.80448801,628,710,332,1,15.26576284,17.57865222,797,859,Right reached,7
614,1069,455,1.013862432,1.386145174,507,589,134,287,8.360199824,7.226832063,637,385,Right reached,7
1199,1233,34,0.694062636,0.916150428,1054,512,306,43,3.496873152,5.294393468,1233,402,Right reached,7
768,1315,547,1.167084457,1.483381511,531,597,294,272,10.19501712,9.009113677,680,818,Right reached,7
1030,1081,51,1.205374514,0.817278412,550,753,323,291,8.270796016,4.051598026,425,413,Left reached,7
740,1062,322,0.768251416,0.974400389,571,561,8,50,6.027503055,5.876668947,697,412,Right reached,7
939,1037,98,1.050582722,0.554314664,534,506,323,6,6.993793456,4.01853867,394,370,Left reached,7
971,1037,66,0.917416573,0.732344056,678,723,31,290,5.138439392,2.911788023,1036,327,Right reached,7
995,1244,249,0.648036151,0.349124071,869,622,1,29,2.922032804,2.944051493,329,336,Left reached,7
1031,1176,145,0.839435414,1.094182102,787,491,29,262,3.43639068,5.97581888,293,337,Right reached,7
922,1166,244,1.079450681,0.400587288,558,742,1,1,6.794933448,2.060991516,405,359,Left reached,7
814,1395,581,1.278607907,1.613797219,554,642,1,3,12.81682902,13.14337383,696,778,Right reached,7
823,1962,1139,0.488484293,0.646146586,682,665,344,1,3.047731728,3.713368179,1,356,Right reached,7
1096,1126,30,1.519398658,0.848021389,603,853,374,364,10.72217633,3.459260202,744,1,Left reached,7
862,1143,281,1.431544677,0.387960617,464,632,258,1,9.768779262,4.880705285,359,1,Left reached,7
1037,1088,51,0.710807768,0.546854862,806,412,1,5,2.784928502,5.102513803,257,295,Left reached,7
722,970,248,0.948619682,0.495151097,682,568,1,255,4.127295088,2.327345295,335,344,Left reached,7
816,948,132,0.476446943,1.113281593,597,517,209,24,3.342745485,7.015157776,326,843,Right reached,7
882,1032,150,0.821992394,1.163912656,742,491,195,1,3.474423416,5.927715796,349,366,Left reached,7
992,1022,30,0.841200746,0.986930728,486,532,1,1,7.181483592,5.371965524,616,357,Left reached,7
998,1026,28,1.367593293,0.869672519,499,803,1,1,9.057870272,3.412953549,372,995,Left reached,7
633,1611,978,1.535693597,1.077517944,573,534,358,1,10.3823447,7.487327074,698,417,Left reached,7
540,1724,1184,1.193989211,0.874655712,441,635,251,1,10.07710395,3.955793481,545,356,Right reached,7
712,954,242,0.967204537,0.765606631,658,472,309,232,4.95467568,4.903771087,346,372,Left reached,7
1005,1170,165,0.838024176,1.172972879,659,510,1,164,4.003847373,6.709826852,1,366,Right reached,7
672,1085,413,1.27018444,0.812182165,533,480,4,1,7.89828603,5.281081638,387,379,Left reached,7
694,943,249,0.589819259,0.869033464,547,813,1,278,4.788418018,3.325117798,327,334,Right reached,7
645,1227,582,0.887290673,0.654985774,479,841,75,113,7.410411053,2.958015103,629,1166,Right reached,7
1144,1431,287,1.511028066,1.552455531,635,648,72,1,10.28392186,8.980785934,508,534,Right reached,7
598,1058,460,0.941172611,0.833671384,717,476,271,57,4.36877328,5.95850351,382,620,Left reached,7
1057,1081,24,1.409519729,0.705057514,502,744,48,266,8.906923759,3.104440393,618,1,Right reached,7
897,1356,459,0.489258256,1.034144867,779,685,1,1,4.037279918,6.073530606,1,824,Right reached,7
1011,1070,59,1.514882882,1.462231056,572,573,1,353,8.636975366,9.736534648,461,459,Left reached,7
627,1104,477,0.925588377,1.048755019,711,518,293,1,4.099239245,7.574139676,322,623,Left reached,7
1129,1158,29,1.380151195,1.529741217,597,647,332,372,7.970242254,11.72619781,704,832,Right reached,7
682,1253,571,0.966296518,1.204771365,575,670,54,1,8.547664134,6.662729579,693,822,Right reached,7
672,1455,783,0.89669629,0.531695496,636,594,220,1,3.96982379,2.993422875,309,297,Left reached,7
782,1047,265,0.575401805,0.848558652,577,826,1,1,3.796987446,3.764584401,343,498,Right reached,7
1059,1256,197,0.694359918,1.309349998,720,576,301,49,3.196376935,7.958356732,401,737,Left reached,7
737,979,242,1.325309435,0.445736926,462,397,1,1,8.952590772,2.509906462,616,280,Left reached,7
956,1033,77,0.962795314,0.976901115,663,705,312,1,3.558853654,5.510841192,513,544,Left reached,7
875,2613,1738,0.8114837,0.475199568,779,750,347,1,3.680756714,2.402513464,1,1,Left reached,7
940,953,13,2.125177335,1.013189536,561,518,299,225,16.92625,6.753514252,754,684,Left reached,7
831,2875,2044,0.496934881,0.914834302,601,559,1,261,2.458367009,5.536367537,301,1140,Right reached,7
1114,1149,35,1.378232619,1.089257756,543,499,285,53,9.027776452,7.077789365,406,681,Right reached,7
781,1116,335,1.033213261,0.416240646,466,588,3,1,6.639655478,2.863908745,341,1,Left reached,7
1026,1120,94,0.928154012,0.899570844,506,567,33,1,8.321186561,5.295992275,621,449,Right reached,7
822,1005,183,0.779567887,0.933329773,475,562,70,224,5.351874335,5.193375342,378,369,Right reached,7
795,939,144,1.296748509,1.269605282,477,380,129,44,10.3259424,9.979904563,783,536,Left reached,7
972,996,24,1.317620233,1.344286498,571,590,1,71,7.744656695,8.124852654,421,452,Left reached,7
927,1082,155,0.690529547,0.391955973,780,600,229,1,3.101534249,3.975887744,305,1,Left reached,7
824,1209,385,1.231637707,1.461701517,475,614,27,1,8.575684255,7.520377375,373,888,Right reached,7
772,1238,466,0.45131976,0.686299855,520,798,251,175,2.668222552,5.008940752,273,1234,Right reached,7
911,977,66,1.191296613,0.832616602,436,406,229,1,8.224923115,6.744540769,338,511,Left reached,7
783,979,196,1.179201803,0.457047547,456,561,17,203,7.968234211,2.047925979,320,267,Left reached,7
1076,1115,39,0.786406569,0.712698369,711,862,1,1,3.246110953,1.911985123,374,412,Right reached,7
1102,1125,23,1.120161745,0.636276884,411,704,1,170,7.420179741,2.615092961,305,1,Right reached,7
999,1080,81,0.756835404,0.980615707,734,410,201,55,2.897240614,5.017480631,256,312,Right reached,7
725,1562,837,1.232080683,1.051380559,386,630,1,1,7.384115382,7.150696401,1104,1,Left reached,7
774,938,164,1.289662669,0.787362889,548,474,19,1,7.269286252,5.360365833,413,389,Left reached,7
870,1750,880,1.41286268,0.965556267,544,636,268,244,9.682963843,3.625112972,352,1032,Left reached,7
1059,1404,345,1.272244626,0.814174078,481,707,255,25,7.428987438,3.680750727,360,856,Right reached,7
760,1908,1148,0.781751171,0.537796458,689,598,240,1,4.898378959,2.010446427,1106,272,Left reached,7
677,1199,522,0.812237341,0.841475769,499,590,100,1,6.760723982,4.748073178,387,460,Right reached,7
966,981,15,0.883126266,0.801209341,669,666,236,1,3.087694516,3.213464185,336,266,Right reached,7
498,1003,505,0.814204977,0.980382737,663,413,43,174,4.547107928,7.921177712,331,571,Left reached,7
594,2103,1509,1.005510024,0.774876261,452,790,100,1,7.759590199,3.001350463,607,1161,Right reached,7
1042,1488,446,1.593044695,0.910459755,576,444,267,1,9.514299453,5.299120486,381,332,Right reached,7
812,1063,251,0.866533436,0.380236063,736,544,1,208,2.875317088,2.392744175,1059,1,Left reached,7
517,1127,610,0.938170656,0.814406816,366,494,107,178,8.534254552,3.887847793,267,268,Right reached,7
443,878,435,1.009162503,0.89411972,629,405,106,1,3.46153354,8.547576282,342,556,Left reached,7
533,894,361,1.457982026,0.900862028,434,400,231,50,9.614773518,6.555233982,333,318,Left reached,7
916,974,58,0.944686447,0.974753211,733,727,29,303,5.236467298,4.298761321,967,974,Left reached,7
551,974,423,1.223345891,0.861701538,470,112,1,1,9.588089357,6.421747745,587,213,Right reached,7
524,953,429,1.001381292,0.983679138,415,686,1,1,10.31969897,5.655587805,578,874,Right reached,7
385,782,397,0.568322378,0.989735314,281,625,1,1,5.254136648,3.794133887,403,27,Right reached,7
806,865,59,1.146703372,1.760611036,710,523,318,1,5.925880953,10.79343986,412,641,Left reached,7
826,913,87,1.69120416,1.550672087,503,526,270,258,11.40980511,10.65637206,378,682,Left reached,7
523,729,206,0.941588756,1.540229745,369,431,161,149,7.592205953,9.3832179,269,312,Right reached,7
687,854,167,1.59227999,0.91487686,533,497,272,26,11.03100792,7.394106349,648,403,Left reached,7
732,1564,832,0.707495982,1.58305014,486,471,1,167,3.847443267,11.79767263,657,780,Left reached,7
585,786,201,0.91019187,1.631410812,457,480,1,209,6.010162757,10.09314875,610,371,Right reached,7
471,1395,924,1.409207437,0.491057409,436,333,13,1,11.65669802,1.962090628,576,721,Left reached,7
816,844,28,1.252428438,0.895385209,392,650,1,95,5.643947394,3.112549271,248,251,Right reached,7
1017,1101,84,2.164204346,2.064485573,547,530,1,241,14.10933504,14.22559689,713,731,Left reached,7
841,881,40,1.05059241,1.523292258,649,481,1,1,5.241959904,8.503931006,274,373,Right reached,7
517,772,255,1.3179618,0.968806341,583,438,1,1,5.783187396,6.88544094,1,352,Left reached,7
881,915,34,1.100589052,0.860670269,565,748,201,1,5.261306647,4.261311052,825,355,Right reached,7
406,1106,700,0.569687519,0.942274163,349,474,1,1,3.456772692,7.351056883,1,593,Right reached,7
723,903,180,0.496222303,0.776977202,373,586,1,1,4.245543616,3.542263418,259,258,Right reached,7
822,896,74,0.79916267,0.744704181,504,524,1,1,4.054116518,3.171242087,353,265,Left reached,7
656,776,120,1.619927209,1.88859895,361,354,1,1,13.9001892,16.3251231,490,547,Right reached,7
945,1033,88,1.193972767,0.634150281,425,757,1,1,10.07080269,3.57686353,320,290,Right reached,7
976,988,12,1.274655367,0.605449309,466,388,244,65,9.59283757,4.660063424,329,298,Left reached,7
602,804,202,1.173018827,0.901932484,665,459,176,164,5.528025067,6.94937619,332,547,Left reached,7
526,865,339,1.074688724,1.295098331,420,481,1,80,9.323612083,7.59695507,532,332,Right reached,7
983,1508,525,0.888298911,1.134297876,701,448,251,1,4.57914459,8.155247339,1040,331,Right reached,7
600,932,332,0.91880917,0.984886957,464,739,1,289,7.267802339,4.405050332,633,932,Right reached,7
708,1070,362,0.513426645,1.142881216,516,517,252,37,2.759234382,6.146547531,347,368,Right reached,7
986,1290,304,1.39071946,1.171038296,554,405,1,1,11.87422298,9.206496181,735,548,Right reached,7
898,1773,875,1.197848691,0.768867089,473,429,245,40,6.869194522,6.878174175,311,314,Left reached,7
1042,1106,64,0.974512843,0.803789646,731,547,276,4,4.928788412,6.463690734,1078,668,Right reached,7
722,986,264,1.45139536,0.46002688,495,622,158,1,9.855313403,3.754289381,631,325,Left reached,7
568,1201,633,1.099857366,1.172470877,472,555,277,1,8.619522985,6.236530424,571,371,Right reached,7
1017,1683,666,1.215948339,1.321985525,516,501,200,1,7.644110554,8.074558855,638,379,Right reached,7
714,1031,317,0.60623051,1.138802952,601,553,1,1,3.207308198,5.348069081,309,358,Right reached,7
578,961,383,1.506063889,1.052058435,448,386,197,1,9.74417543,9.035254452,565,493,Left reached,7
906,941,35,0.991057074,0.890880886,670,665,268,253,4.094198719,3.265053509,351,941,Left reached,7
990,1060,70,0.902149757,1.543055753,770,599,342,1,5.02698001,10.41682591,1011,753,Right reached,7
727,965,238,0.473246607,0.736183665,450,668,1,35,2.880033318,2.408300422,294,269,Right reached,7
910,974,64,0.884746253,1.254095041,695,452,118,23,5.333021827,7.802041832,301,579,Right reached,7
755,934,179,1.728331805,1.427037925,452,484,264,220,12.8842694,8.582665514,349,366,Left reached,7
752,819,67,0.516302777,1.618182334,512,479,1,1,2.916788559,12.18828964,328,391,Right reached,7
676,830,154,0.483137932,0.950185491,521,671,1,224,3.935590124,5.035397461,251,312,Right reached,7
773,1662,889,1.003854056,0.991685045,576,585,235,163,5.686957455,5.101478671,753,292,Left reached,7
778,1398,620,1.641194377,1.369350965,468,471,262,123,12.18578829,9.292288954,365,348,Left reached,7
949,1729,780,1.409651941,1.999253441,670,766,1,1,10.94091282,15.43013305,811,961,Right reached,7
930,1536,606,1.247958525,0.253392055,476,338,1,1,8.464323689,2.681175427,1093,233,Right reached,7
865,1120,255,0.907067299,0.830130934,595,366,126,1,3.398242491,5.155044033,768,270,Right reached,7
517,823,306,1.353641474,0.882063487,331,522,126,1,14.86414083,4.402992003,474,814,Right reached,7
159,1272,1113,0.895716004,0.902800733,1,98,1,1,11.7868644,7.542157944,18,1176,Left reached,7
943,1107,164,1.123844673,1.197596365,537,592,30,321,7.946798985,6.003318451,374,459,Right reached,7
623,1617,994,1.200927387,1.013808539,588,403,169,174,6.00408495,7.842964525,793,543,Left reached,7
1194,1596,402,1.221625858,1.119274014,439,431,1,44,5.487140595,6.380701892,662,688,Left reached,7
900,1776,876,1.019382662,0.773534343,690,704,268,55,4.389970357,3.694651584,976,1033,Right reached,7
947,1011,64,0.883717021,0.824497583,573,617,237,231,4.729074998,3.730131179,271,946,Left reached,7
565,924,359,0.553757917,0.735193398,384,602,1,1,2.912434057,4.534322999,266,1,Right reached,7
764,1041,277,1.078400135,0.477526568,576,636,268,1,4.91036359,3.771142706,360,311,Left reached,7
894,930,36,0.776418146,0.778135697,433,612,19,206,9.087514957,4.363269302,554,323,Right reached,7
772,1023,251,0.471703737,0.718294631,553,826,233,1,3.008989199,4.938575813,1,14,Right reached,7
749,1311,562,0.396959143,0.902221284,449,479,117,17,2.947856417,10.96160282,1,1015,Right reached,7
652,925,273,0.646308582,0.861085551,555,656,1,1,3.582892574,3.407334191,732,355,Right reached,7
607,1091,484,1.323244747,0.881072095,517,66,1,1,10.93478386,5.871713737,365,195,Left reached,7
1018,1052,34,1.448433797,1.623900078,527,523,299,302,9.801902927,10.64872808,426,420,Right reached,7
680,930,250,1.023807265,0.895567857,387,487,1,1,8.591181074,4.401984097,508,711,Left reached,7
95,1643,1548,1.383986875,0.987472275,539,22,1,1,13.17774948,7.187611477,325,211,Left reached,7
625,1171,546,0.595274538,1.070309348,453,451,1,91,2.852521654,5.260581834,258,284,Right reached,7
935,1097,162,1.776067753,1.764139063,424,406,41,1,13.71767554,13.51254679,582,579,Right reached,7
1092,1342,250,1.141155043,1.005340219,409,406,184,1,6.863130407,5.440998234,290,244,Right reached,7
630,874,244,1.105864321,0.551413454,558,486,1,1,4.991322169,3.63890317,857,312,Left reached,7
499,797,298,0.78593111,0.392241448,1,371,1,1,7.320602656,2.085087291,20,21,Left reached,7
637,2508,1871,1.134878585,1.14953132,499,614,335,19,10.04801888,11.85620379,652,1134,Right reached,7
915,983,68,0.775077503,0.75698057,423,725,213,237,5.805246091,2.719917144,517,313,Right reached,7
910,919,9,1.074655577,0.757440213,473,614,52,58,6.022707469,3.912222382,563,1,Left reached,7
422,2374,1952,1.000689027,0.812298868,305,532,97,2,9.104577541,6.007165895,480,2308,Right reached,7
974,1009,35,0.86179518,0.745458734,713,742,176,1,4.201060748,2.737671589,428,836,Right reached,7
