trial_len1,trial_len2,reach_diff,peak_velRight,peak_velLeft,vel_inxR,vel_inxL,mo_timeR,mo_timeL,peakAccR,peakAccL,acc_inxR,acc_inxL,firsthand,Participant
824,1369,545,1.032948729,1.030077742,563,588,339,1,7.439875304,6.570040572,427,465,Left reached,22
1217,1318,101,0.892923077,1.297600935,929,766,317,355,2.431813491,6.662101007,361,450,Right reached,22
1215,2397,1182,0.834422835,1.392733798,642,1010,362,452,4.661843806,6.172844616,460,1207,Left reached,22
1084,1324,240,1.145479092,1.511706213,547,914,226,377,6.410240334,7.521725217,400,1042,Left reached,22
838,1442,604,0.902742175,0.727235456,462,619,1,218,5.656140093,3.223768873,325,1,Left reached,22
1081,1124,43,0.808574679,1.360791335,590,933,158,245,2.915293986,6.961035226,1075,1090,Left reached,22
930,1336,406,0.713333975,0.605400028,991,656,316,308,2.294208177,2.823338718,1,406,Left reached,22
912,1844,932,0.749199264,0.878737744,559,1390,1,58,4.272244271,8.542581908,417,1527,Right reached,22
1164,1308,144,1.76280498,2.164088167,749,852,389,440,12.40665658,18.97614334,977,1034,Right reached,22
1279,1863,584,0.536286755,0.702481894,1614,725,1,16,1.721319503,4.93562039,577,844,Left reached,22
1183,1245,62,0.827866961,1.159522029,902,933,274,316,3.032061604,4.824248839,1,1123,Left reached,22
962,1280,318,0.676991995,1.354463862,515,655,71,307,6.30397324,5.704324435,1077,544,Right reached,22
847,1321,474,0.585891058,1.183084847,661,850,1,321,3.05373426,6.117998472,946,986,Right reached,22
807,1251,444,0.604890882,1.137356748,683,998,263,372,3.103770039,3.735139589,832,1251,Right reached,22
905,1547,642,0.520071008,1.033755289,694,1325,289,381,2.319531582,4.076847306,488,1501,Right reached,22
1204,1289,85,0.783872811,1.3415097,913,918,301,395,2.842371053,4.294475092,409,1117,Right reached,22
967,1575,608,0.698676079,0.806894693,505,916,255,1,4.654345499,3.357754009,615,1,Right reached,22
1653,2585,932,0.794709573,1.055175257,720,948,368,1,2.926812526,3.367677769,637,1257,Left reached,22
1220,1299,79,0.914010508,1.176057944,984,1008,343,1,3.141164628,3.686502123,1127,1,Right reached,22
1045,1789,744,0.636509793,0.998160772,1464,624,370,390,1.599738896,8.930796053,1666,722,Left reached,22
960,1536,576,0.863219666,1.106502254,560,700,319,1,7.733748582,5.783726852,715,539,Right reached,22
780,1462,682,0.799896586,0.888743223,512,1259,277,328,4.660464526,3.228343904,380,1,Right reached,22
883,1703,820,0.567352787,1.183550641,752,1119,290,350,3.283338559,7.031457293,996,1016,Right reached,22
686,1455,769,0.724128933,1.339226102,1327,622,82,348,5.77292512,9.813217733,1455,804,Left reached,22
1475,1525,50,0.783885142,1.081594164,672,881,341,405,4.42176619,5.337261537,1150,1,Right reached,22
845,1614,769,0.582731003,1.699433421,645,1233,295,369,3.438938895,6.717949582,846,1386,Right reached,22
894,1685,791,0.788499301,1.504165406,547,1591,291,751,6.322796474,7.18813435,1054,1685,Right reached,22
1071,2161,1090,0.988539273,0.85566728,1466,697,87,416,5.653632396,5.503072327,1354,1218,Left reached,22
719,2181,1462,0.742016037,1.40151926,520,1502,289,838,5.210840511,5.527087462,394,1842,Right reached,22
675,1588,913,0.869437674,1.312014535,501,1426,268,740,5.555001038,4.198142612,373,1588,Right reached,22
1042,2176,1134,0.733715222,1.164704312,1356,562,706,372,4.798955754,9.602802153,1992,461,Left reached,22
1384,1444,60,0.759797135,1.182188856,1146,1141,473,473,2.274108349,4.864280156,787,1379,Left reached,22
938,1452,514,0.775201396,1.089128172,1302,595,311,326,2.485206801,8.276790731,1,697,Left reached,22
757,1618,861,0.600487795,1.173526954,566,1261,241,612,2.683473439,6.203039941,443,1437,Right reached,22
1078,1130,52,1.470717288,2.356776158,681,787,276,351,6.943790256,18.80231466,925,966,Right reached,22
1448,1977,529,0.607610478,1.042479804,995,1114,1,397,1.731696826,3.679422403,1,1399,Left reached,22
1700,2063,363,0.77718386,1.222938208,879,746,361,380,2.014544432,4.918472391,583,1273,Left reached,22
1621,2082,461,0.695878299,1.072038438,1062,1071,1,22,3.841410336,3.595866861,522,1,Left reached,22
1125,1806,681,0.461730534,0.84920344,783,975,306,379,2.693169218,5.011814469,1,1746,Right reached,22
1397,2059,662,0.730915075,1.34436363,930,971,287,367,3.228865877,7.328801587,1047,1108,Left reached,22
699,1559,860,0.888497436,1.098577634,576,1406,302,343,8.415688397,4.369553468,722,1559,Right reached,22
1306,1365,59,0.780442745,1.27399125,952,955,300,351,2.520429084,4.42391194,366,539,Left reached,22
1421,1535,114,0.813243394,1.387514449,806,865,328,410,2.598434851,7.484919766,478,1045,Left reached,22
1164,1992,828,0.732198828,0.5869539,1574,946,529,1,3.605081302,2.856417877,1278,624,Left reached,22
880,1534,654,0.616182431,0.86949106,680,950,1,317,2.478583742,3.179038883,499,409,Right reached,22
1483,1857,374,0.714432108,1.361475344,920,1026,366,448,2.734687757,5.379048382,487,1262,Left reached,22
1207,1620,413,1.010680171,0.770665746,864,805,408,70,4.894216756,8.021139428,986,1359,Left reached,22
1092,1512,420,0.670173917,0.647477774,1084,817,339,360,2.654043384,3.463673542,1,557,Left reached,22
1244,1407,163,0.858292488,0.773892473,807,793,448,432,4.232476445,3.539102625,587,626,Left reached,22
1526,1546,20,0.978409985,1.068170324,1027,1063,389,1,4.304459871,6.778020226,1157,1176,Left reached,22
1264,1911,647,0.600955977,1.288381564,719,743,425,500,3.163710823,13.06114249,552,842,Left reached,22
899,1535,636,0.670125991,0.951853326,1047,599,398,409,1.649986765,6.995309532,1535,484,Left reached,22
923,1819,896,0.755662743,1.051604273,964,746,479,61,3.376014578,6.346911198,1517,875,Left reached,22
1813,1896,83,0.761738373,1.009777606,1061,936,371,415,2.183623874,3.590458272,799,529,Left reached,22
1034,1729,695,0.679116103,0.746805747,1239,821,1,358,2.255615517,3.384405485,1010,748,Left reached,22
711,1417,706,1.200688714,1.449888358,774,655,361,400,5.305075668,9.887162764,940,818,Left reached,22
1545,2046,501,0.896837866,1.409010796,871,873,296,350,3.259191754,5.605210296,990,998,Left reached,22
668,1338,670,1.163896496,1.375779007,614,948,360,401,8.417251242,4.83843466,823,758,Right reached,22
1599,2480,881,0.77508199,0.998782013,1004,1002,288,384,5.299774717,3.36293939,386,744,Left reached,22
951,2124,1173,0.770103585,0.750135866,538,1423,333,446,5.967568927,3.453293394,428,1815,Right reached,22
1575,1717,142,0.692000448,0.892104637,999,880,383,1,2.34198179,4.349711466,618,729,Right reached,22
956,1468,512,0.699231959,0.740441514,1211,762,360,384,2.84270002,4.927901708,1,489,Left reached,22
1066,1168,102,1.313660419,1.732363944,963,904,411,425,8.908008528,10.91540646,1115,1078,Left reached,22
1032,2005,973,0.525794895,1.094357921,821,1567,1,370,2.491931441,7.730296522,1149,1722,Right reached,22
1431,1880,449,0.651250994,1.108701943,1061,943,305,385,2.477161775,3.613980535,1,619,Left reached,22
991,1610,619,0.620784231,0.769045376,850,718,369,371,2.158083683,3.415904142,429,599,Left reached,22
977,1770,793,0.485857148,0.923039759,732,1548,311,435,2.80333691,2.815503571,1,1716,Right reached,22
971,1535,564,0.591313314,0.622372714,924,739,358,1,2.020184632,4.343515772,645,465,Left reached,22
1147,1620,473,0.699093471,0.97558478,595,589,97,60,4.14635978,9.823819967,447,718,Left reached,22
1697,1883,186,0.652530816,0.947547386,740,1180,1,513,2.973490138,3.410702037,1,1517,Left reached,22
790,1208,418,0.956018251,1.120515316,545,506,306,1,6.356466289,8.085334277,418,410,Left reached,22
759,1240,481,0.634014063,1.141590507,649,1114,1,346,3.274495605,4.008500342,840,1240,Right reached,22
924,1179,255,0.858913203,0.844859136,846,522,260,290,3.21678185,6.663064997,326,1090,Left reached,22
817,1287,470,0.575868981,1.122121198,647,676,286,311,3.193895445,5.416599377,363,1238,Right reached,22
1052,1517,465,0.928772991,0.536645059,566,742,278,290,4.91663656,2.529066639,387,397,Left reached,22
1382,1428,46,0.885179091,1.246141614,928,876,337,361,3.430518723,5.623008456,1089,449,Left reached,22
681,1158,477,1.433222528,1.409524463,766,646,363,365,7.65164961,10.92901647,949,835,Left reached,22
665,955,290,1.158065059,1.237797772,724,598,280,303,4.235131095,7.741723425,880,755,Left reached,22
922,1526,604,0.723189109,0.544977893,668,747,45,278,2.969390019,2.434399312,1,382,Left reached,22
1230,1457,227,0.821047741,1.353187499,553,813,62,322,3.618657793,7.273159326,419,913,Left reached,22
1409,1750,341,0.771841814,1.140748343,831,891,272,348,3.085692817,3.722712891,382,693,Left reached,22
976,1280,304,0.764704353,0.719638131,937,618,302,101,2.380454398,3.682358811,1,425,Left reached,22
1164,1695,531,0.961593967,1.320439991,539,984,51,350,5.468136272,5.998490893,387,1150,Left reached,22
853,1497,644,0.804477009,0.878878074,513,1229,60,315,6.467042619,3.085243488,595,1,Right reached,22
1321,1911,590,0.99927613,0.971991582,572,563,287,1,5.030504339,5.639328129,420,436,Right reached,22
1224,1465,241,1.877872362,2.217856754,868,893,431,454,16.04373807,17.58258316,1032,1047,Right reached,22
998,1589,591,0.47517717,1.038533183,734,968,358,371,2.733036399,5.163565102,1,462,Right reached,22
918,1272,354,0.780827205,0.627258418,719,749,259,296,2.691752953,2.964893166,561,484,Left reached,22
1212,1218,6,0.772464927,1.234600492,732,752,276,309,2.929707183,4.886544015,378,403,Left reached,22
934,1700,766,0.570824854,0.753215421,714,1418,312,359,3.202881314,1.613569901,489,492,Right reached,22
668,1597,929,1.059191207,0.970130213,530,777,280,337,10.71407792,3.238483177,660,1343,Right reached,22
857,1661,804,0.789490951,0.728989898,525,1005,256,308,6.859257073,5.258068217,634,1,Right reached,22
774,1674,900,0.547419304,0.950521533,1361,599,305,334,1.518961251,6.119896161,1573,448,Left reached,22
691,1479,788,0.931612585,1.273779646,618,860,313,338,8.269265404,4.496886714,780,1168,Right reached,22
1131,1783,652,0.613497636,0.807838011,1270,818,553,562,2.847066018,4.872551467,1,675,Left reached,22
5232,12200,6968,0.255912186,0.868258507,908,3252,1,695,2.502667962,14.38930145,11775,3166,Left reached,23
2066,3143,1077,0.657860893,0.353756349,860,1282,1,1,7.501831689,3.366285214,2146,1,Right reached,23
2382,4986,2604,0.478641984,0.45591903,1089,1149,1,1,2.864452718,2.065719967,1,1019,Right reached,23
1547,4591,3044,0.472068182,0.389451205,2047,1150,335,1,3.451029385,4.729697267,2428,1668,Left reached,23
2332,3227,895,0.40481967,0.392507592,1215,851,325,311,2.641900946,3.75321355,1,1202,Right reached,23
3513,5914,2401,0.472910033,0.513423187,1113,1201,1,273,2.037409059,1.477187691,1,2150,Left reached,23
1451,5998,4547,0.858409326,0.39195426,1750,998,408,128,7.983421009,2.472643187,1877,1,Left reached,23
1144,2586,1442,0.447195314,0.459820918,1684,1050,23,354,3.983157623,1.598634296,1841,1258,Left reached,23
2100,3837,1737,0.895903925,0.387453881,1605,579,1,1,10.81371406,2.598124083,1699,1216,Right reached,23
1026,3659,2633,0.494012881,0.707248858,519,625,87,259,3.257302294,3.699352641,1072,1901,Right reached,23
1094,2422,1328,0.487667536,0.461689944,1510,928,303,289,2.440914675,2.173266954,1803,1179,Left reached,23
1180,3912,2732,0.553861426,0.457986632,866,962,45,168,5.184909521,3.162849738,2144,336,Left reached,23
4567,5240,673,0.737094595,0.574675443,661,1337,32,367,3.876885971,2.190042018,1,672,Left reached,23
2945,4158,1213,0.70663741,0.675330671,904,938,396,342,2.971159679,2.954325302,1337,1,Left reached,23
5547,6356,809,0.626469464,0.645659732,1030,1049,265,1,4.175912278,5.339953738,928,3262,Left reached,23
1792,2684,892,0.640690734,0.750733043,982,652,1,52,2.751057547,3.730016801,440,499,Right reached,23
857,1467,610,0.53304942,0.663531276,1162,766,229,239,1.851531568,2.465245236,588,1021,Left reached,23
924,1401,477,0.702000823,0.669193271,1171,791,1,343,4.553034976,2.990734802,1,1055,Left reached,23
968,1405,437,0.501467023,0.956816853,877,1050,1,348,2.750990575,4.810571205,15,1405,Right reached,23
858,1218,360,1.048410953,0.753001578,744,687,1,351,4.984512431,3.602014403,920,617,Left reached,23
1783,4394,2611,0.42705636,1.170964955,1467,631,1,45,3.779312499,10.81088422,17,1113,Right reached,23
887,3223,2336,1.16591367,1.428264244,589,712,247,291,9.881626906,5.78645985,757,943,Right reached,23
957,2447,1490,0.593560324,1.353973974,963,1624,164,384,5.190844611,9.932999199,1114,2184,Right reached,23
2408,3315,907,0.881069755,0.919655091,539,991,311,263,6.029968012,5.060529987,406,1106,Right reached,23
1002,2590,1588,0.630250799,0.73664706,496,667,1,43,5.439188548,3.808888909,833,1351,Left reached,23
956,2669,1713,0.649808324,0.545956503,1410,815,126,284,4.062192482,2.459356052,1286,633,Left reached,23
1046,2512,1466,0.40216583,0.55021335,829,1532,1,275,1.636582714,2.970000799,1,1,Right reached,23
963,1648,685,0.42281539,1.001394825,834,498,248,101,3.003111352,6.267135669,1,1475,Right reached,23
1058,2713,1655,0.617338701,0.442884073,1092,840,271,1,6.50174837,1.858138428,1705,1,Left reached,23
1966,2761,795,0.500498657,0.657133282,864,1729,1,27,1.344602126,5.133612458,540,2440,Right reached,23
978,2421,1443,0.648577333,0.82639778,467,520,273,1,5.032298045,8.303587904,351,1536,Right reached,23
1584,1781,197,0.568709256,0.368236316,507,758,1,27,3.986021895,5.855163728,374,1,Left reached,23
1823,1933,110,0.571462459,0.338966495,922,756,60,210,3.094868631,1.408197606,1517,503,Left reached,23
2419,3321,902,0.928416869,0.917941194,863,574,21,1,4.847447856,7.245563151,1439,746,Left reached,23
994,3049,2055,0.49108447,0.882039856,786,1733,1,313,3.26775758,9.182924679,1055,1833,Right reached,23
1325,3968,2643,0.602406713,0.5403993,855,819,518,10,2.950663698,6.537683773,1187,2637,Right reached,23
1667,2510,843,0.338415635,0.312320265,1827,834,301,1,0.997985179,1.774450246,2220,961,Left reached,23
1132,1887,755,0.371657935,0.652318532,955,1265,1,342,1.464702215,2.018083724,418,562,Right reached,23
1545,2328,783,0.492544068,0.619476865,1064,882,255,252,2.137090474,3.505072811,318,1,Right reached,23
1216,2284,1068,0.652899242,0.711083432,675,1404,425,445,4.146885044,3.204871653,825,1875,Right reached,23
1090,1970,880,0.311820612,0.786445354,889,560,267,269,2.514559772,5.188451294,1,1563,Right reached,23
1732,2792,1060,0.712118741,0.650076271,516,1395,290,317,4.696601026,2.439575948,424,1638,Left reached,23
1133,2090,957,0.584580246,0.690577027,518,518,263,292,3.458675392,4.483771225,2041,403,Left reached,23
2064,4471,2407,0.550557482,0.668058639,563,613,253,279,4.475369745,4.782036487,1716,2798,Right reached,23
1065,2031,966,0.442765407,0.45489201,1077,834,267,258,2.357935751,2.216763282,1,1,Left reached,23
991,1944,953,0.809834292,0.471112125,494,820,1,1,4.781413028,1.774692809,384,1211,Left reached,23
2433,7399,4966,1.044264716,0.853873774,5649,610,296,321,7.187163234,6.678892972,5535,5977,Right reached,23
1878,2362,484,0.753092325,0.495051914,622,795,322,1,3.775046376,2.417000577,811,596,Left reached,23
3902,5291,1389,0.525462192,0.545165402,648,1301,32,470,3.537860777,2.327694618,519,1943,Right reached,23
1594,1610,16,0.551461604,0.520223203,1049,836,288,325,2.228292152,2.126856059,1,1335,Left reached,23
2014,5935,3921,0.463004497,0.717147398,1664,1743,500,37,1.16517421,8.606754804,1062,1596,Right reached,23
2246,2994,748,0.308373198,0.656029815,1422,2024,28,609,3.431432599,2.859162509,1963,2280,Right reached,23
1466,2842,1376,0.417267402,0.370945468,1232,689,382,34,3.09806783,2.634932993,1,1865,Left reached,23
1143,1784,641,0.661242623,1.230969264,1649,683,289,316,3.590430141,8.113786704,1784,858,Left reached,23
1810,5313,3503,0.505549345,0.522253475,1230,2681,294,29,1.438707174,3.956155272,1824,3202,Right reached,23
2323,3075,752,0.679735877,0.734158219,618,1342,44,349,4.128784469,2.880572112,2728,1751,Left reached,23
1531,2492,961,1.336083237,1.29134579,742,754,362,364,7.631004376,5.033896383,951,944,Right reached,23
2400,3389,989,0.687002571,0.6252759,2878,1717,43,307,5.410176389,3.376070046,2981,2044,Left reached,23
1120,1791,671,0.86112246,0.85787082,650,656,1,314,3.29533802,4.974929656,373,922,Left reached,23
1758,1976,218,0.424075657,0.502773694,1549,644,234,242,1.137836584,3.066992358,1976,1,Left reached,23
1297,1870,573,0.420076871,0.480007497,1181,758,1,12,1.710514643,3.150621897,1868,1,Left reached,23
996,3514,2518,0.453341833,0.563303536,922,1920,63,48,3.540058741,4.20180288,379,2131,Right reached,23
4102,9675,5573,0.625061714,0.447290897,1296,1624,1,1,4.062489256,4.462174067,7554,27,Right reached,23
2132,2533,401,0.422611896,0.464982938,1226,2143,414,406,1.560513052,5.248147993,706,2275,Left reached,23
1564,3786,2222,0.273489864,0.429305262,1384,2523,440,1,2.452034568,4.272132784,1,1,Right reached,23
1086,3950,2864,0.581650731,0.464584681,552,943,39,283,4.063683821,2.292771251,424,401,Left reached,23
2078,2118,40,0.418796075,0.347787788,1340,1131,469,436,2.487366163,1.323838132,1,1549,Right reached,23
1725,2081,356,0.480402209,0.616107181,855,842,1,257,2.961080877,2.465223458,1,1,Left reached,23
1903,3603,1700,0.434873535,0.398846806,2386,691,1,45,4.346057528,3.571586238,2991,2071,Left reached,23
1670,2822,1152,0.472174758,0.496435673,533,1795,13,427,3.329393684,2.548982513,431,1,Right reached,23
1222,3422,2200,0.444643895,0.846855314,1058,602,331,12,1.162052804,4.936300301,1907,741,Left reached,23
2205,2725,520,0.565231961,0.529930932,1105,806,378,25,1.978529717,3.436976053,1035,2632,Right reached,23
2017,3126,1109,0.422323396,0.45954852,1243,1037,1,282,1.818044341,2.000144812,1,412,Right reached,23
1625,2512,887,0.882919811,0.893558713,671,708,269,260,3.416931112,3.666061142,421,420,Right reached,23
1118,1816,698,0.349364384,0.841359244,969,1631,273,304,2.74819392,3.86022738,1,1787,Right reached,23
1617,1899,282,0.56296248,0.511343385,993,1335,288,280,1.948422849,2.317401193,351,1,Right reached,23
959,1437,478,0.367550243,0.772781285,693,1220,60,261,2.854719132,2.460610846,1,1410,Right reached,23
1400,1511,111,0.54361227,0.779891305,927,515,291,96,1.573839575,4.754976316,392,654,Left reached,23
2102,2268,166,0.380350137,0.464329254,958,1593,289,1,1.296463985,3.145504439,346,1,Left reached,23
911,1403,492,0.524144874,0.464234713,1150,732,194,162,1.766502257,2.38398118,301,1,Left reached,23
885,2524,1639,0.397408814,0.853629383,738,1309,33,52,2.633559828,6.753103918,324,1455,Right reached,23
1013,1761,748,0.365283094,0.602687622,836,1505,249,1,2.118875038,2.974839431,1,29,Right reached,23
1299,1950,651,0.955271405,0.720407147,459,402,251,63,7.13438014,4.940455142,362,298,Left reached,23
2528,3225,697,0.300617757,0.336525809,1058,1343,259,286,2.556681126,2.287140641,1,1,Right reached,23
1040,1948,908,0.323373365,0.594266926,906,1526,222,231,3.065140052,1.340494013,1,1751,Right reached,23
1098,2187,1089,0.333841525,0.993203868,886,575,14,79,2.23655277,5.617226659,1,437,Right reached,23
4626,5076,450,0.445025438,0.463576334,3236,1080,47,1,5.356830543,2.854108549,3379,2539,Left reached,23
2041,2204,163,0.363117367,0.553634428,1352,822,410,1,2.69515348,2.789205173,1,958,Right reached,23
1293,2138,845,0.758190544,1.137196721,774,820,116,346,4.902336987,4.170719239,998,990,Right reached,23
1013,1570,557,0.49939024,0.363391101,989,658,262,1,2.673952478,2.456879423,1,334,Left reached,23
1784,3057,1273,0.378234278,0.451615176,1335,602,337,19,2.892722992,3.339467103,1,714,Left reached,23
3114,4034,920,0.453945719,0.521100261,3644,618,8,52,3.770873353,5.634606477,3763,3170,Left reached,23
1230,2252,1022,0.313896999,0.3717573,1811,962,252,284,0.828201916,1.183401162,355,1480,Left reached,23
2660,3435,775,0.444655286,0.339924438,1485,1817,514,136,2.257691201,2.219583209,585,1675,Left reached,23
4528,4593,65,0.628537509,0.74059141,1141,1049,31,263,5.284510127,4.888139342,2049,2745,Left reached,23
1353,4277,2924,0.256503273,0.729828262,1166,1924,1,1,1.38882606,7.597237629,400,1557,Right reached,23
941,1733,792,0.521369167,0.751649741,487,1361,12,1,4.740319867,2.381911522,1054,1708,Right reached,23
1690,1772,82,0.494633605,0.24525497,1142,1485,289,203,1.229317536,0.734230914,389,331,Left reached,23
1147,2116,969,0.364549583,0.622183274,619,525,23,337,3.1066673,5.855363892,1210,402,Right reached,23
2261,2773,512,0.815459302,1.055914541,737,729,330,329,2.810881272,3.583939833,906,427,Right reached,23
1667,1744,77,0.37953788,0.670153119,600,1462,16,302,2.191909685,2.715020279,761,1660,Left reached,23
1787,2516,729,0.559151785,0.43654609,2338,1670,29,326,7.364007721,3.951886713,2460,2481,Left reached,23
1096,2334,1238,0.308481753,0.428334341,879,1812,288,1,1.231215181,2.868038098,358,1,Right reached,23
1634,2719,1085,0.235576036,0.557612856,1545,2195,1,386,3.757980619,3.555950308,1,2406,Right reached,23
1610,3499,1889,0.321766892,0.616567435,1493,2422,428,467,1.109504859,2.518374853,1824,1,Right reached,23
2108,2358,250,0.457398286,0.45631151,1149,532,299,24,2.737742978,2.843637121,1,348,Right reached,23
3001,5247,2246,0.824067654,0.512138185,561,1036,320,1,5.274175359,2.230462104,432,373,Left reached,23
2198,4067,1869,0.441558068,0.505535071,998,2763,1,144,2.84969027,3.4273923,1,2872,Right reached,23
1523,3292,1769,0.304709459,0.530926068,1430,1752,459,523,0.78479002,2.369199078,702,2386,Right reached,23
1587,1857,270,0.45962975,0.509792798,1229,489,296,292,2.391457668,4.169762471,1,380,Left reached,23
1403,1659,256,1.188304363,0.651856775,658,668,321,259,5.825144584,3.462134664,440,856,Left reached,23
2546,2648,102,0.318098936,0.438636528,1391,1889,1,321,1.013892709,3.108945394,1,1,Left reached,23
3237,6163,2926,0.549666731,0.468149078,520,1642,251,267,3.135372692,1.542577225,2800,480,Right reached,23
1326,1689,363,1.076884829,1.039846731,567,607,266,267,5.462047172,6.228412423,348,794,Left reached,23
1621,2807,1186,0.519139965,0.787701801,1178,1632,260,284,2.512081861,4.994668319,1,1764,Right reached,23
3253,3378,125,0.533712734,0.549564153,969,494,250,74,3.592245228,3.049787381,340,327,Right reached,23
1886,3372,1486,0.478700881,0.681428348,494,1262,272,269,3.444954775,2.682913693,846,1869,Right reached,23
1047,2258,1211,0.963349637,0.99599157,610,763,296,326,6.880305694,5.008805931,797,1546,Right reached,23
1370,4881,3511,0.358601881,0.662143353,1315,1362,388,32,1.01074039,5.16107804,1620,1672,Right reached,23
2024,3735,1711,0.434491827,0.594784245,1353,1156,300,36,2.789743347,3.019468443,1,1,Right reached,23
1259,2088,829,0.42705706,0.48195923,1821,663,374,38,1.602122208,2.484600219,2088,437,Left reached,23
1232,2635,1403,0.470945484,0.553637791,588,1179,32,315,3.211205458,3.871405531,715,2276,Right reached,23
3608,5677,2069,0.455428551,0.587238345,1205,1225,390,13,2.466041269,3.017720735,1,1348,Left reached,23
3271,3491,220,0.236778138,0.44279282,642,1702,1,417,2.678008388,2.40551522,1,1,Left reached,23
1870,3816,1946,0.439928255,0.748173045,1136,639,375,14,2.731324798,4.583870472,1,809,Right reached,23
1645,2838,1193,0.353714858,0.793114357,975,1995,2,374,2.256821349,2.171629936,1728,2200,Right reached,23
3025,5463,2438,0.400816628,0.68306174,3948,1718,29,1,3.558662077,3.973417272,3839,1838,Left reached,23
3571,4637,1066,0.480240719,0.543733205,616,607,54,72,3.824158933,4.8491594,3696,2513,Right reached,23
1023,5537,4514,0.535475095,1.656156665,944,2624,1,435,3.587705603,13.38820486,1088,2728,Right reached,23
2955,3211,256,0.379431994,0.346743935,1559,1956,1,1,1.090263512,5.031071271,2233,1,Right reached,23
2416,3700,1284,0.376794924,0.629402394,1622,3020,272,318,2.663078114,4.153161174,1,3117,Right reached,23
1123,1931,808,0.40369678,0.436794265,1123,594,269,52,0.91055839,1.905103913,1931,1178,Left reached,23
1311,3073,1762,0.330882082,0.587857854,531,1386,23,39,1.628460553,2.748285351,1112,1667,Right reached,23
1487,2047,560,0.377981085,0.400563516,1248,800,310,9,1.402947632,2.992654517,371,412,Left reached,23
1831,1889,58,0.964723349,0.649494018,807,895,379,334,3.851119985,3.009069493,1055,1063,Right reached,23
3255,6427,3172,0.659621541,0.518457103,4634,1722,387,1,4.878274202,4.367558628,4741,1,Left reached,23
1312,3542,2230,0.271228859,0.600682878,1185,2274,295,320,2.625731374,5.270103965,1,2440,Right reached,23
2696,3183,487,0.392070202,0.787760098,1050,1916,1,528,3.147744414,3.24728914,1,2263,Right reached,23
1474,2372,898,0.259342108,0.501241498,745,1942,1,328,1.794531865,1.313859609,1,1900,Right reached,23
2767,4244,1477,0.655106727,1.08469396,720,728,299,335,2.331128339,4.275157899,1,453,Left reached,23
3075,5294,2219,0.462407169,0.515169889,2943,993,37,290,5.291614329,1.23247566,3072,929,Left reached,23
1681,2641,960,0.282041753,0.292139074,2103,1416,1,322,1.514130199,0.877432045,28,1941,Left reached,23
2161,5079,2918,0.372258162,0.443467003,1464,2929,306,339,2.516223845,3.436278955,1,3047,Right reached,23
1760,3618,1858,0.3680612,0.336875618,1805,1352,1,1,2.580444795,1.494674135,2023,17,Left reached,23
3188,8597,5409,0.73632879,0.657481681,856,1438,70,506,4.862281258,4.697145253,980,2905,Left reached,23
2847,3759,912,0.234916364,0.719842306,891,1799,10,69,2.47767849,4.797836261,284,2369,Right reached,23
2283,6255,3972,0.356114684,0.553034156,1260,1407,311,420,2.275220208,4.053625382,1,1256,Right reached,23
1549,2861,1312,0.303482951,0.455059381,1412,2205,1,404,1.231719178,2.845476656,1185,1,Right reached,23
2502,4373,1871,0.644370364,0.635433951,2965,1895,350,75,4.839101678,3.346547944,3605,2567,Left reached,23
2419,2675,256,0.412453334,0.615035629,1286,1462,1,1,3.051952445,1.69023237,1,2035,Right reached,23
1472,2147,675,0.449810745,0.308983867,1043,840,269,1,2.264169007,1.073841647,1,356,Left reached,23
1498,2741,1243,0.51394664,0.309755146,1752,1229,294,1,2.94807163,0.885834122,1886,1545,Left reached,23
2178,2276,98,0.436957551,0.553143207,1017,1400,1,8,1.443833431,1.764260521,13,2113,Left reached,23
1412,2250,838,0.444717138,0.371020741,1662,1296,2,250,3.026443942,3.183315916,1849,1431,Left reached,23
1259,1821,562,0.447862026,0.429973297,1248,929,45,1,4.923351184,1.863836787,1,866,Left reached,23
4040,5148,1108,0.343918672,0.406658529,1978,2248,1,356,2.610676756,3.336310673,3784,2890,Right reached,23
2158,3142,984,0.280288509,0.484165007,478,1608,15,256,2.238576221,2.895287885,3142,1,Left reached,23
2007,2278,271,0.363766249,0.685334887,751,1595,28,395,3.523535606,2.293287377,898,619,Left reached,23
4696,5846,1150,0.329418514,0.475609056,3204,1251,1,1,3.359304256,1.907327073,4738,1,Right reached,23
2477,2602,125,0.54334159,0.538571713,908,1402,19,143,2.863065048,2.302200202,1511,1,Right reached,23
1203,2192,989,0.300126036,0.460759053,1001,1536,1,219,0.855681808,1.348166325,1185,543,Right reached,23
1078,2439,1361,0.435405928,0.376799782,1001,781,20,169,3.10671192,1.445036627,1,323,Left reached,23
2465,4694,2229,0.328596824,0.559335018,758,1917,1,1,2.610130064,1.712305897,1,4309,Left reached,23
2472,4190,1718,0.298383897,0.776494451,1114,1782,260,284,0.787626789,5.857012914,606,1637,Left reached,23
2267,2571,304,0.396490845,0.55861201,1379,594,1,366,1.098707762,3.836153552,2322,460,Right reached,23
1486,2940,1454,0.482368509,0.337475021,1837,1071,336,323,2.653233209,1.364563207,2630,669,Left reached,23
1824,2669,845,0.499701437,0.392096745,2080,1459,74,6,2.690634862,3.433049116,1984,1,Left reached,23
1552,2016,464,0.462174563,0.309910709,1353,1249,284,1,0.945527289,2.217668829,325,1,Left reached,23
