trial_len1,trial_len2,reach_diff,peak_velRight,peak_velLeft,vel_inxR,vel_inxL,mo_timeR,mo_timeL,Filename,Participant,Load,Distance,Difficulty,TrialNo,Load_kind,index_diff
658,1179,521,1.14500044,1.045119894,470,418,271,1,'01_09_05.c3d',20,EE,R,H,5,Same,52
874,1038,164,1.374491148,0.664586652,533,505,36,25,'01_09_01.c3d',21,EE,R,H,1,Same,28
980,1068,88,0.997838744,0.878517404,431,396,1,1,'01_09_02.c3d',21,EE,R,H,2,Same,35
830,1501,671,0.973271072,0.627757934,442,460,241,1,'01_09_03.c3d',21,EE,R,H,3,Same,18
831,1065,234,1.010160809,0.898576334,435,424,1,77,'01_09_04.c3d',21,EE,R,H,4,Same,11
1201,1841,640,0.880571023,0.617617298,474,773,1,36,'01_09_05.c3d',21,EE,R,H,5,Same,299
1128,2412,1284,0.606045648,0.872712168,704,742,432,1,'01_09_01.c3d',22,EE,R,H,1,Same,38
953,1586,633,0.837406647,1.394701647,530,516,317,1,'01_09_02.c3d',22,EE,R,H,2,Same,14
786,1731,945,0.727244851,1.03275201,543,618,1,57,'01_09_03.c3d',22,EE,R,H,3,Same,75
824,1369,545,1.032948729,1.030077742,563,588,339,1,'01_09_04.c3d',22,EE,R,H,4,Same,25
1042,2176,1134,0.733715222,1.164704312,1356,562,706,372,'01_09_05.c3d',22,EE,R,H,5,Same,794
1547,4591,3044,0.472068182,0.389451205,2047,1150,335,1,'01_09_01.c3d',23,EE,R,H,1,Same,897
2100,3837,1737,0.895903925,0.387453881,1605,579,1,1,'01_09_02.c3d',23,EE,R,H,2,Same,1026
1903,3603,1700,0.434873535,0.398846806,2386,691,1,45,'01_09_03.c3d',23,EE,R,H,3,Same,1695
1787,2516,729,0.559151785,0.43654609,2338,1670,29,326,'01_09_04.c3d',23,EE,R,H,4,Same,668
1737,2656,919,0.38619943,0.366287828,2251,1261,1,315,'01_09_05.c3d',23,EE,R,H,5,Same,990
862,1038,176,1.53252793,0.975967411,464,394,246,1,'01_09_01.c3d',24,EE,R,H,1,Same,70
620,974,354,1.188490815,1.055946866,515,594,91,215,'01_09_02.c3d',24,EE,R,H,2,Same,79
1007,1045,38,1.189492719,1.076817429,474,419,62,21,'01_09_03.c3d',24,EE,R,H,3,Same,55
746,1176,430,1.286129457,0.932187426,547,504,329,104,'01_09_04.c3d',24,EE,R,H,4,Same,43
818,1229,411,1.369410644,0.66460295,477,459,1,36,'01_09_05.c3d',24,EE,R,H,5,Same,18
468,925,457,1.909026325,1.451404725,457,432,237,244,'01_09_01.c3d',25,EE,R,H,1,Same,25
688,1054,366,1.7230563,0.801597985,588,622,328,1,'01_09_02.c3d',25,EE,R,H,2,Same,34
503,942,439,1.32039726,1.062730824,436,396,215,199,'01_09_03.c3d',25,EE,R,H,3,Same,40
522,1033,511,1.426500385,1.293506254,514,450,237,261,'01_09_04.c3d',25,EE,R,H,4,Same,64
653,1791,1138,0.885418179,0.793797319,513,431,277,262,'01_09_05.c3d',25,EE,R,H,5,Same,82
680,1961,1281,1.026373533,1.080139328,572,499,83,1,'01_09_01.c3d',26,EE,R,H,1,Same,73
1659,1692,33,0.91484677,0.491735438,483,427,284,29,'01_09_02.c3d',26,EE,R,H,2,Same,56
1014,1027,13,1.067612056,0.832206208,474,431,281,12,'01_09_03.c3d',26,EE,R,H,3,Same,43
1023,5495,4472,0.907678306,0.579902493,500,435,38,1,'01_09_04.c3d',26,EE,R,H,4,Same,65
1030,2238,1208,0.924999701,0.627242958,921,507,299,17,'01_09_05.c3d',26,EE,R,H,5,Same,414
1195,1708,513,1.390408351,1.067467875,816,817,611,607,'01_09_01.c3d',27,EE,R,H,1,Same,1
1194,1801,607,1.177546747,0.759978396,871,818,45,1,'01_09_02.c3d',27,EE,R,H,2,Same,53
1294,1825,531,0.754928793,0.610361993,748,1272,454,1,'01_09_03.c3d',27,EE,R,H,3,Same,524
939,1227,288,1.023506272,0.596576758,636,589,56,355,'01_09_04.c3d',27,EE,R,H,4,Same,47
1003,1466,463,0.871566683,0.838685249,625,585,31,1,'01_09_05.c3d',27,EE,R,H,5,Same,40
804,1945,1141,0.909781728,0.953708058,1146,643,835,1,'01_09_01.c3d',28,EE,R,H,1,Same,503
1178,1559,381,0.776608997,0.481441064,1118,728,322,358,'01_09_02.c3d',28,EE,R,H,2,Same,390
1266,1314,48,1.057459402,0.546512734,836,646,1,4,'01_09_03.c3d',28,EE,R,H,3,Same,190
1312,1610,298,0.599630578,0.466782325,699,565,23,303,'01_09_04.c3d',28,EE,R,H,4,Same,134
1075,1142,67,0.888660188,0.570137882,785,1002,67,1,'01_09_05.c3d',28,EE,R,H,5,Same,217
529,1237,708,1.421052411,1.44230437,496,453,291,1,'01_09_01.c3d',29,EE,R,H,1,Same,43
491,1292,801,1.735470299,1.71770376,472,443,1,1,'01_09_02.c3d',29,EE,R,H,2,Same,29
1068,1977,909,0.914564987,0.959479329,548,516,309,25,'01_09_03.c3d',29,EE,R,H,3,Same,32
963,1363,400,1.196750249,0.849806761,490,440,79,230,'01_09_04.c3d',29,EE,R,H,4,Same,50
902,1037,135,1.259281374,1.094086445,577,473,1,1,'01_09_05.c3d',29,EE,R,H,5,Same,104
2014,2112,98,0.715314599,0.647195251,756,727,1,1,'01_09_01.c3d',30,EE,R,H,1,Same,29
806,1771,965,1.34700847,1.580545791,671,629,458,458,'01_09_02.c3d',30,EE,R,H,2,Same,42
953,1635,682,0.992155287,1.050620937,512,480,55,318,'01_09_03.c3d',30,EE,R,H,3,Same,32
658,1320,662,0.951328518,0.927726293,469,438,240,59,'01_09_04.c3d',30,EE,R,H,4,Same,31
938,1428,490,0.790276026,0.791042547,805,495,1,1,'01_09_05.c3d',30,EE,R,H,5,Same,310
794,1012,218,1.771439979,1.143651562,478,449,269,274,'01_09_01.c3d',31,EE,R,H,1,Same,29
854,963,109,1.567130688,0.998214061,543,473,302,91,'01_09_02.c3d',31,EE,R,H,2,Same,70
911,930,19,1.839018813,1.066159141,497,431,287,30,'01_09_03.c3d',31,EE,R,H,3,Same,66
828,2001,1173,1.823260734,1.358065292,462,416,266,264,'01_09_04.c3d',31,EE,R,H,4,Same,46
587,942,355,1.976422783,1.277772022,506,471,294,265,'01_09_05.c3d',31,EE,R,H,5,Same,35
1885,2438,553,0.888105343,0.584865259,767,469,46,1,'01_09_01.c3d',32,EE,R,H,1,Same,298
722,1133,411,1.194379697,0.718328663,498,570,285,265,'01_09_02.c3d',32,EE,R,H,2,Same,72
865,1320,455,1.366300596,0.808424626,492,468,281,1,'01_09_03.c3d',32,EE,R,H,3,Same,24
1058,1169,111,1.053764333,0.615582281,619,673,66,1,'01_09_04.c3d',32,EE,R,H,4,Same,54
1108,1441,333,1.211700817,0.64083885,845,481,319,1,'01_09_05.c3d',32,EE,R,H,5,Same,364
924,1317,393,0.883382008,0.662955713,953,689,392,1,'01_09_01.c3d',33,EE,R,H,1,Same,264
1014,1314,300,1.033169096,0.820181428,582,581,52,317,'01_09_02.c3d',33,EE,R,H,2,Same,1
746,1508,762,1.454438242,0.93147408,686,621,403,15,'01_09_03.c3d',33,EE,R,H,3,Same,65
857,1198,341,1.531463581,1.210247688,687,663,460,1,'01_09_04.c3d',33,EE,R,H,4,Same,24
710,1216,506,1.241819224,0.856795961,593,560,75,305,'01_09_05.c3d',33,EE,R,H,5,Same,33
1079,1735,656,0.936459826,0.743420351,710,649,486,1,'01_09_01.c3d',34,EE,R,H,1,Same,61
929,1589,660,1.516907262,0.594496621,738,864,468,1,'01_09_02.c3d',34,EE,R,H,2,Same,126
883,957,74,1.925890283,1.377842568,431,377,271,242,'01_09_03.c3d',34,EE,R,H,3,Same,54
581,1424,843,1.428786872,1.323775943,525,500,331,1,'01_09_04.c3d',34,EE,R,H,4,Same,25
620,1081,461,1.10405567,0.699284056,587,408,1,1,'01_09_05.c3d',34,EE,R,H,5,Same,179
990,1453,463,1.371205575,0.81970304,482,756,1,1,'01_09_01.c3d',35,EE,R,H,1,Same,274
419,900,481,1.590518591,0.747336412,473,420,1,1,'01_09_02.c3d',35,EE,R,H,2,Same,53
676,1177,501,1.492646158,0.887734652,583,593,290,298,'01_09_03.c3d',35,EE,R,H,3,Same,10
385,977,592,1.550589388,1.373432633,373,315,120,41,'01_09_04.c3d',35,EE,R,H,4,Same,58
950,1556,606,1.437355607,0.928902913,607,598,1,40,'01_09_05.c3d',35,EE,R,H,5,Same,9
1236,1345,109,0.803408638,0.926353135,895,1053,1,377,'01_10_01.c3d',1,VV,B,E,1,Same,158
1266,2106,840,1.049148972,0.891628693,848,877,1,1,'01_10_02.c3d',1,VV,B,E,2,Same,29
1331,1551,220,0.827030481,0.968488644,540,680,1,1,'01_10_03.c3d',1,VV,B,E,3,Same,140
1025,1063,38,0.98118335,0.958559076,736,836,234,259,'01_10_04.c3d',1,VV,B,E,4,Same,100
979,1005,26,1.063620289,1.065070221,913,833,300,264,'01_10_05.c3d',1,VV,B,E,5,Same,80
1194,1263,69,0.794278245,0.944853909,855,1143,306,262,'01_10_01.c3d',2,VV,B,E,1,Same,288
1384,1512,128,0.497953525,0.846174358,974,1090,1,1,'01_10_02.c3d',2,VV,B,E,2,Same,116
1332,1375,43,0.630831734,0.905023025,891,1107,280,1,'01_10_03.c3d',2,VV,B,E,3,Same,216
1423,2155,732,0.756429343,1.172804333,800,810,291,286,'01_10_04.c3d',2,VV,B,E,4,Same,10
1061,1402,341,0.892537559,1.019116407,812,1112,1,1,'01_10_05.c3d',2,VV,B,E,5,Same,300
676,725,49,1.417341178,1.924544863,517,666,230,171,'01_10_01.c3d',3,VV,B,E,1,Same,149
776,785,9,1.255416678,1.903929204,566,568,250,286,'01_10_02.c3d',3,VV,B,E,2,Same,2
759,797,38,1.289621425,1.598943109,532,740,281,276,'01_10_03.c3d',3,VV,B,E,3,Same,208
648,730,82,1.411058228,1.496807375,527,574,134,1,'01_10_04.c3d',3,VV,B,E,4,Same,47
859,953,94,0.971141213,1.294827987,576,700,1,262,'01_10_05.c3d',3,VV,B,E,5,Same,124
1069,1237,168,0.780406843,0.941143856,760,803,335,339,'01_10_01.c3d',4,VV,B,E,1,Same,43
1233,1252,19,0.817368926,0.860462871,973,946,1,1,'01_10_02.c3d',4,VV,B,E,2,Same,27
930,1392,462,0.983545626,1.095500458,599,662,186,141,'01_10_03.c3d',4,VV,B,E,3,Same,63
928,1004,76,0.982436597,1.040488292,728,767,230,320,'01_10_04.c3d',4,VV,B,E,4,Same,39
974,1015,41,0.848484343,0.971591016,700,755,157,1,'01_10_05.c3d',4,VV,B,E,5,Same,55
635,872,237,1.409412854,2.090751666,549,582,288,274,'01_10_01.c3d',5,VV,B,E,1,Same,33
929,1162,233,1.59108324,1.85497766,578,598,1,287,'01_10_02.c3d',5,VV,B,E,2,Same,20
656,693,37,1.898116059,1.89562579,579,611,1,273,'01_10_03.c3d',5,VV,B,E,3,Same,32
706,907,201,1.884531761,2.115590061,571,570,279,292,'01_10_04.c3d',5,VV,B,E,4,Same,1
736,861,125,1.754951608,1.916005643,657,582,1,267,'01_10_05.c3d',5,VV,B,E,5,Same,75
998,1488,490,1.069158508,1.277922564,805,1257,1,6,'01_10_01.c3d',6,VV,B,E,1,Same,452
1100,1163,63,0.932396388,1.078381997,906,886,1,1,'01_10_02.c3d',6,VV,B,E,2,Same,20
925,982,57,1.067102679,1.037056988,725,709,293,1,'01_10_03.c3d',6,VV,B,E,3,Same,16
869,1029,160,0.979938938,1.129245152,685,682,259,246,'01_10_04.c3d',6,VV,B,E,4,Same,3
1201,1336,135,0.901883187,1.069346601,821,818,1,342,'01_10_05.c3d',6,VV,B,E,5,Same,3
971,1037,66,0.917416573,0.732344056,678,723,31,290,'01_10_01.c3d',7,VV,B,E,1,Same,45
956,1033,77,0.962795314,0.976901115,663,705,312,1,'01_10_02.c3d',7,VV,B,E,2,Same,42
916,974,58,0.944686447,0.974753211,733,727,29,303,'01_10_03.c3d',7,VV,B,E,3,Same,6
881,915,34,1.100589052,0.860670269,565,748,201,1,'01_10_04.c3d',7,VV,B,E,4,Same,183
773,1662,889,1.003854056,0.991685045,576,585,235,163,'01_10_05.c3d',7,VV,B,E,5,Same,9
1212,1847,635,0.851292291,1.050426083,813,739,1,350,'01_10_01.c3d',8,VV,B,E,1,Same,74
1074,1343,269,0.801555644,0.984235141,674,696,257,1,'01_10_02.c3d',8,VV,B,E,2,Same,22
1630,1724,94,0.496698682,0.520642697,792,946,283,1,'01_10_03.c3d',8,VV,B,E,3,Same,154
1397,1865,468,0.796690824,0.8430144,750,818,368,375,'01_10_04.c3d',8,VV,B,E,4,Same,68
1456,1779,323,0.639208197,0.869758102,873,895,1,1,'01_10_05.c3d',8,VV,B,E,5,Same,22
910,1366,456,0.914238248,1.087313464,578,575,247,240,'01_10_01.c3d',9,VV,B,E,1,Same,3
989,1327,338,0.905040305,0.973143454,602,583,1,1,'01_10_02.c3d',9,VV,B,E,2,Same,19
812,1317,505,1.05527196,1.338036387,672,612,267,257,'01_10_03.c3d',9,VV,B,E,3,Same,60
1247,2327,1080,0.721268872,0.712836769,683,791,107,85,'01_10_04.c3d',9,VV,B,E,4,Same,108
1367,1750,383,0.557485083,0.623854993,721,743,285,266,'01_10_05.c3d',9,VV,B,E,5,Same,22
887,1459,572,0.912947099,1.19473707,542,636,1,53,'01_10_01.c3d',10,VV,B,E,1,Same,94
830,1487,657,1.022717967,1.208963563,553,536,104,1,'01_10_02.c3d',10,VV,B,E,2,Same,17
768,1512,744,0.977173771,1.188116597,426,535,1,11,'01_10_03.c3d',10,VV,B,E,3,Same,109
911,1251,340,1.217243437,1.470422791,663,675,238,242,'01_10_04.c3d',10,VV,B,E,4,Same,12
890,1360,470,1.093818099,1.255041408,408,416,27,1,'01_10_05.c3d',10,VV,B,E,5,Same,8
1424,2295,871,0.772097194,0.806858067,892,1036,1,1,'01_10_01.c3d',11,VV,B,E,1,Same,144
1297,1443,146,0.74991313,0.817125136,1011,1029,525,1,'01_10_02.c3d',11,VV,B,E,2,Same,18
1452,1517,65,0.615711834,0.635974305,1126,1207,1,395,'01_10_03.c3d',11,VV,B,E,3,Same,81
1857,1914,57,0.458453359,0.579927571,1596,1548,397,413,'01_10_04.c3d',11,VV,B,E,4,Same,48
1166,1279,113,0.65842403,0.814445723,910,862,299,280,'01_10_05.c3d',11,VV,B,E,5,Same,48
765,812,47,1.264053377,1.506328789,644,682,296,308,'01_10_01.c3d',12,VV,B,E,1,Same,38
1037,1083,46,0.961298712,1.136379948,768,829,1,391,'01_10_02.c3d',12,VV,B,E,2,Same,61
930,963,33,1.035670262,1.073643695,805,824,358,359,'01_10_03.c3d',12,VV,B,E,3,Same,19
857,902,45,1.42221781,1.355090232,627,657,272,303,'01_10_04.c3d',12,VV,B,E,4,Same,30
877,947,70,0.845757502,0.980371169,522,684,98,95,'01_10_05.c3d',12,VV,B,E,5,Same,162
1031,1043,12,1.131603784,1.198593855,825,874,30,1,'01_10_01.c3d',13,VV,B,E,1,Same,49
1638,1729,91,1.044443874,1.139777695,767,827,1,1,'01_10_02.c3d',13,VV,B,E,2,Same,60
958,966,8,1.108519731,1.093254662,753,757,277,275,'01_10_03.c3d',13,VV,B,E,3,Same,4
834,852,18,1.302026431,1.143676455,622,702,146,1,'01_10_04.c3d',13,VV,B,E,4,Same,80
898,943,45,1.277153563,1.22708591,679,704,309,1,'01_10_05.c3d',13,VV,B,E,5,Same,25
889,1880,991,1.241191694,0.956279963,710,779,1,1,'01_10_01.c3d',14,VV,B,E,1,Same,69
707,715,8,1.74577072,1.890834388,541,587,1,31,'01_10_02.c3d',14,VV,B,E,2,Same,46
696,1236,540,1.421026437,2.005336344,552,563,1,1,'01_10_03.c3d',14,VV,B,E,3,Same,11
637,750,113,1.742132849,1.586254459,412,511,1,1,'01_10_04.c3d',14,VV,B,E,4,Same,99
677,701,24,1.369161684,1.715664936,582,564,143,1,'01_10_05.c3d',14,VV,B,E,5,Same,18
964,966,2,1.23546842,1.371623611,664,741,332,169,'01_10_01.c3d',15,VV,B,E,1,Same,77
909,961,52,1.186409896,1.30065796,688,712,259,281,'01_10_02.c3d',15,VV,B,E,2,Same,24
866,875,9,1.043243655,1.147954086,646,684,118,1,'01_10_03.c3d',15,VV,B,E,3,Same,38
818,886,68,1.186107594,1.20605079,634,696,206,233,'01_10_04.c3d',15,VV,B,E,4,Same,62
1037,1419,382,0.932653001,1.250403852,840,779,306,1,'01_10_05.c3d',15,VV,B,E,5,Same,61
995,1194,199,0.989221578,1.279267722,767,746,343,344,'01_10_01.c3d',16,VV,B,E,1,Same,21
730,974,244,1.113712813,1.71920142,692,604,262,258,'01_10_02.c3d',16,VV,B,E,2,Same,88
1676,2055,379,1.279363402,1.262339627,1483,1500,132,162,'01_10_03.c3d',16,VV,B,E,3,Same,17
749,1557,808,1.128369172,1.228629862,686,548,101,20,'01_10_04.c3d',16,VV,B,E,4,Same,138
1063,1067,4,0.945269391,1.175333651,683,783,372,1,'01_10_05.c3d',16,VV,B,E,5,Same,100
648,700,52,1.731920011,2.229617213,577,588,341,1,'01_10_01.c3d',17,VV,B,E,1,Same,11
608,638,30,1.654152793,1.790637181,502,506,231,239,'01_10_02.c3d',17,VV,B,E,2,Same,4
567,675,108,2.093609026,1.698069746,490,439,265,269,'01_10_03.c3d',17,VV,B,E,3,Same,51
586,600,14,2.413654685,2.387203549,540,544,274,274,'01_10_04.c3d',17,VV,B,E,4,Same,4
563,599,36,2.810742841,2.502986085,547,569,284,289,'01_10_05.c3d',17,VV,B,E,5,Same,22
4342,5007,665,0.558657249,0.538414699,1666,1334,523,546,'01_10_01.c3d',18,VV,B,E,1,Same,332
921,924,3,1.224546065,1.307096425,595,594,343,356,'01_10_02.c3d',18,VV,B,E,2,Same,1
705,1995,1290,1.158807728,1.515780183,425,517,1,97,'01_10_03.c3d',18,VV,B,E,3,Same,92
962,1020,58,1.186670534,1.302456531,746,780,340,1,'01_10_04.c3d',18,VV,B,E,4,Same,34
556,636,80,0.896115947,1.179318176,451,455,1,1,'01_10_05.c3d',18,VV,B,E,5,Same,4
1265,1310,45,0.741097431,0.902315838,942,899,383,384,'01_10_01.c3d',19,VV,B,E,1,Same,43
1101,1626,525,0.893135396,0.933380639,843,668,274,303,'01_10_02.c3d',19,VV,B,E,2,Same,175
1020,1192,172,0.844363703,1.187675176,824,712,342,330,'01_10_03.c3d',19,VV,B,E,3,Same,112
836,868,32,1.096462591,1.279115804,731,605,1,229,'01_10_04.c3d',19,VV,B,E,4,Same,126
1267,1422,155,0.824658212,1.212114672,719,716,1,310,'01_10_05.c3d',19,VV,B,E,5,Same,3
911,1621,710,0.960504589,1.172525513,728,779,269,1,'01_10_01.c3d',20,VV,B,E,1,Same,51
998,1054,56,0.953983779,1.139582183,761,656,323,1,'01_10_02.c3d',20,VV,B,E,2,Same,105
970,1077,107,1.107886619,1.201355723,714,764,372,1,'01_10_03.c3d',20,VV,B,E,3,Same,50
894,975,81,1.061728859,1.265358247,717,658,270,263,'01_10_04.c3d',20,VV,B,E,4,Same,59
960,998,38,1.002731296,1.033171015,627,695,1,227,'01_10_05.c3d',20,VV,B,E,5,Same,68
1166,1170,4,0.831715497,0.889049135,1013,992,376,370,'01_10_01.c3d',21,VV,B,E,1,Same,21
1220,1521,301,0.78010543,0.892701416,872,963,386,374,'01_10_02.c3d',21,VV,B,E,2,Same,91
995,998,3,1.141821519,1.154978417,844,686,1,338,'01_10_03.c3d',21,VV,B,E,3,Same,158
1308,1440,132,0.670435107,0.719090208,796,745,1,1,'01_10_04.c3d',21,VV,B,E,4,Same,51
1020,1799,779,0.956004157,0.837447345,795,841,1,1,'01_10_05.c3d',21,VV,B,E,5,Same,46
1056,1122,66,0.888176043,1.415998481,677,881,314,349,'01_10_01.c3d',22,VV,B,E,1,Same,204
1083,1499,416,0.883236855,1.674584749,770,951,299,462,'01_10_02.c3d',22,VV,B,E,2,Same,181
1172,1519,347,0.923947813,1.162189444,814,853,346,367,'01_10_03.c3d',22,VV,B,E,3,Same,39
1204,1289,85,0.783872811,1.3415097,913,918,301,395,'01_10_04.c3d',22,VV,B,E,4,Same,5
1431,1880,449,0.651250994,1.108701943,1061,943,305,385,'01_10_05.c3d',22,VV,B,E,5,Same,118
2382,4986,2604,0.478641984,0.45591903,1089,1149,1,1,'01_10_01.c3d',23,VV,B,E,1,Same,60
2945,4158,1213,0.70663741,0.675330671,904,938,396,342,'01_10_02.c3d',23,VV,B,E,2,Same,34
1545,2328,783,0.492544068,0.619476865,1064,882,255,252,'01_10_03.c3d',23,VV,B,E,3,Same,182
1725,2081,356,0.480402209,0.616107181,855,842,1,257,'01_10_04.c3d',23,VV,B,E,4,Same,13
2955,3211,256,0.379431994,0.346743935,1559,1956,1,1,'01_10_05.c3d',23,VV,B,E,5,Same,397
1276,1455,179,0.972334014,0.898271858,766,786,333,335,'01_10_01.c3d',24,VV,B,E,1,Same,20
928,973,45,1.028251634,1.137249299,606,693,271,270,'01_10_02.c3d',24,VV,B,E,2,Same,87
933,942,9,0.915878965,0.937039844,703,589,209,36,'01_10_03.c3d',24,VV,B,E,3,Same,114
944,954,10,1.148687056,1.231490605,685,698,288,284,'01_10_04.c3d',24,VV,B,E,4,Same,13
848,941,93,1.126363289,1.020714053,639,693,1,1,'01_10_05.c3d',24,VV,B,E,5,Same,54
1638,1894,256,0.85743974,0.885068373,848,577,442,437,'01_10_01.c3d',25,VV,B,E,1,Same,271
1279,1369,90,0.703809148,0.788619504,856,808,1,349,'01_10_02.c3d',25,VV,B,E,2,Same,48
1052,1241,189,0.978584167,0.813330625,729,733,286,272,'01_10_03.c3d',25,VV,B,E,3,Same,4
891,1506,615,1.184452885,1.230250762,658,600,275,277,'01_10_04.c3d',25,VV,B,E,4,Same,58
857,916,59,1.163201134,1.039469373,621,564,245,252,'01_10_05.c3d',25,VV,B,E,5,Same,57
1808,2192,384,0.643718994,0.832113423,1053,791,270,277,'01_10_01.c3d',26,VV,B,E,1,Same,262
1875,2258,383,0.838529195,0.554081011,813,1222,296,1,'01_10_02.c3d',26,VV,B,E,2,Same,409
1568,2698,1130,0.580443548,0.641456508,1469,995,623,503,'01_10_03.c3d',26,VV,B,E,3,Same,474
919,958,39,0.850845022,0.905148918,763,691,221,199,'01_10_04.c3d',26,VV,B,E,4,Same,72
1440,1524,84,0.558970151,0.589093553,1096,926,261,263,'01_10_05.c3d',26,VV,B,E,5,Same,170
1157,1254,97,1.147339894,1.286327518,849,912,518,489,'01_10_01.c3d',27,VV,B,E,1,Same,63
1172,1217,45,1.057031324,1.298931879,969,946,464,457,'01_10_02.c3d',27,VV,B,E,2,Same,23
1967,2685,718,0.655807801,0.811528201,1023,1083,463,1,'01_10_03.c3d',27,VV,B,E,3,Same,60
1334,1348,14,0.837712556,0.944803476,942,1112,420,1,'01_10_04.c3d',27,VV,B,E,4,Same,170
1385,1685,300,0.863698784,1.150022489,890,906,403,379,'01_10_05.c3d',27,VV,B,E,5,Same,16
1570,1914,344,0.815147655,0.705866031,918,1496,256,555,'01_10_01.c3d',28,VV,B,E,1,Same,578
1232,1388,156,0.728964127,0.819576393,781,955,1,339,'01_10_02.c3d',28,VV,B,E,2,Same,174
1385,1553,168,0.788278491,0.836153426,1182,1097,1,473,'01_10_03.c3d',28,VV,B,E,3,Same,85
1235,1428,193,0.807353626,0.850197533,915,886,269,1,'01_10_04.c3d',28,VV,B,E,4,Same,29
2086,2513,427,0.705936047,0.643426354,1527,1570,947,1,'01_10_05.c3d',28,VV,B,E,5,Same,43
914,1985,1071,1.934211678,1.763095669,756,749,431,431,'01_10_01.c3d',29,VV,B,E,1,Same,7
1129,1903,774,0.845771645,1.187511292,804,786,1,372,'01_10_02.c3d',29,VV,B,E,2,Same,18
947,980,33,0.940171653,1.164876691,700,745,1,289,'01_10_03.c3d',29,VV,B,E,3,Same,45
862,875,13,1.110412396,1.255087796,612,637,1,1,'01_10_04.c3d',29,VV,B,E,4,Same,25
1104,1942,838,0.757176008,0.990075545,760,693,276,1,'01_10_05.c3d',29,VV,B,E,5,Same,67
788,1076,288,1.183745325,1.12172366,652,637,249,1,'01_10_01.c3d',30,VV,B,E,1,Same,15
854,905,51,1.294048318,1.179120808,644,644,1,309,'01_10_02.c3d',30,VV,B,E,2,Same,0
939,1051,112,0.683659279,0.729752844,765,598,90,71,'01_10_03.c3d',30,VV,B,E,3,Same,167
953,997,44,0.947105268,0.801949364,705,749,1,225,'01_10_04.c3d',30,VV,B,E,4,Same,44
1232,1370,138,0.627993021,0.57770349,694,728,64,1,'01_10_05.c3d',30,VV,B,E,5,Same,34
816,846,30,2.083196585,1.882401893,671,637,312,1,'01_10_01.c3d',31,VV,B,E,1,Same,34
840,931,91,1.628084464,1.858504087,650,633,309,309,'01_10_02.c3d',31,VV,B,E,2,Same,17
984,1000,16,1.463750762,1.450043507,753,717,314,276,'01_10_03.c3d',31,VV,B,E,3,Same,36
830,849,19,1.890032483,2.005898911,652,671,312,306,'01_10_04.c3d',31,VV,B,E,4,Same,19
864,1558,694,1.37735202,1.607844155,587,645,259,271,'01_10_05.c3d',31,VV,B,E,5,Same,58
1041,1180,139,1.081357992,1.319147483,917,951,515,1,'01_10_01.c3d',32,VV,B,E,1,Same,34
1273,1323,50,0.982949496,1.137759144,853,898,353,355,'01_10_02.c3d',32,VV,B,E,2,Same,45
1064,1100,36,0.977525521,1.145547832,705,801,1,265,'01_10_03.c3d',32,VV,B,E,3,Same,96
952,956,4,1.0863891,1.201993195,819,816,311,297,'01_10_04.c3d',32,VV,B,E,4,Same,3
1077,1148,71,0.905152121,1.164101478,789,953,350,1,'01_10_05.c3d',32,VV,B,E,5,Same,164
1265,1820,555,0.65185871,1.028581226,963,997,35,1,'01_10_01.c3d',33,VV,B,E,1,Same,34
1190,1305,115,0.917428698,1.050977373,1002,968,421,1,'01_10_02.c3d',33,VV,B,E,2,Same,34
1351,1418,67,0.990718597,1.185013609,1131,1195,604,567,'01_10_03.c3d',33,VV,B,E,3,Same,64
1130,1996,866,0.916963192,1.163202383,953,1056,1,388,'01_10_04.c3d',33,VV,B,E,4,Same,103
1392,1417,25,0.77327678,0.893494417,1175,1179,350,348,'01_10_05.c3d',33,VV,B,E,5,Same,4
712,792,80,1.274162948,1.570261368,591,584,268,256,'01_10_01.c3d',34,VV,B,E,1,Same,7
759,878,119,1.069573412,1.233544236,559,551,252,245,'01_10_02.c3d',34,VV,B,E,2,Same,8
808,842,34,1.320902689,1.390626986,696,698,346,341,'01_10_03.c3d',34,VV,B,E,3,Same,2
684,730,46,1.310440753,1.46033843,582,576,248,234,'01_10_04.c3d',34,VV,B,E,4,Same,6
684,724,40,1.393030451,1.502687694,557,542,239,226,'01_10_05.c3d',34,VV,B,E,5,Same,15
828,831,3,1.302163854,1.240228325,609,672,88,214,'01_10_01.c3d',35,VV,B,E,1,Same,63
835,947,112,1.413190484,1.080969822,697,747,207,1,'01_10_02.c3d',35,VV,B,E,2,Same,50
909,954,45,1.199836623,1.113113103,692,695,168,178,'01_10_03.c3d',35,VV,B,E,3,Same,3
783,1331,548,1.405334012,1.188951881,536,583,1,1,'01_10_04.c3d',35,VV,B,E,4,Same,47
910,1079,169,1.095923684,1.031350223,657,611,1,141,'01_10_05.c3d',35,VV,B,E,5,Same,46
1315,1488,173,0.732747796,0.731226999,963,1134,1,284,'01_11_01.c3d',1,VV,B,M,1,Same,171
1205,1375,170,0.870265537,0.744264322,856,1022,348,357,'01_11_02.c3d',1,VV,B,M,2,Same,166
771,797,26,0.808407161,1.072990509,536,654,1,1,'01_11_03.c3d',1,VV,B,M,3,Same,118
1239,1271,32,0.776885296,0.825003437,1052,1021,1,1,'01_11_04.c3d',1,VV,B,M,4,Same,31
